batch value control marker flagged_batch batch_effect cols type
PTLG021 0.7528495788574219 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG021 0.6911500096321106 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG021 0.7409498691558838 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG021 0.73040008544921875 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
PTLG025 1.1977496147155762 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG025 1.2313001155853271 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG025 0.8769000768661499 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG025 0.8431500196456909 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
PTLG026 1.4240999221801758 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG026 0.9772998690605164 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG026 1.161500096321106 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG026 1.234300136566162 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
PTLG027 1.8633997440338135 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG027 1.7093501091003418 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG027 1.4993000030517578 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG027 1.471500039100647 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
PTLG028 0.5986499786376953 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG028 0.6071504950523376 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG028 0.6177000403404236 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG028 0.6869000196456909 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
PTLG030 0.6937000155448914 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG030 0.6911500096321106 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG030 0.5502497553825378 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG030 0.46115002036094666 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
PTLG031 0.7261000275611877 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG031 0.9634500741958618 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG031 0.6739999055862427 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG031 0.9825999140739441 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
PTLG032 0.4831499755382538 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG032 0.8449001312255859 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG032 0.6478502750396729 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG032 0.7875999808311462 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
PTLG033 0.6937000155448914 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG033 0.6591500639915466 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG033 0.6845505237579346 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG033 0.6000003814697266 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
PTLG034 0.5524504780769348 IFNa_LPS_Control_1 CD56 none 0 #AEAEAE EMD
PTLG034 0.8922004103660583 IFNa_LPS_Control_2 CD56 none 0 #AEAEAE EMD
PTLG034 0.6668500900268555 Unstim_Control_1 CD56 none 0 #AEAEAE EMD
PTLG034 0.8427501916885376 Unstim_Control_2 CD56 none 0 #AEAEAE EMD
